entrez	symbol	pubmed_id	type	primary_site	cancer_type	method
673	BRAF	22817889	WES	skin	melanoma	InVEx
673	BRAF	22980975	WES	lung	lung_adenocarcinoma	InVEx
673	BRAF	23817572	WGS	brain	astrocytoma	MuSiC
673	BRAF	27687306	WES	lung	lung_adenocarcinoma	InVEx
673	BRAF	20668451	"Gene panel"	ovary	ovarian_cancer	Wood-based
673	BRAF	24132290	WES	multiple	pan-cancer_adult	MuSiC
673	BRAF	22842228	WES	skin	melanoma	MuSiC
673	BRAF	26214590	WES	skin	melanoma	MutSig
673	BRAF	25576899	"WES-gene panel"	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"
673	BRAF	26466571	WES	blood	chronic_lymphocytic_leukemia	MutSig
673	BRAF	24390350	WES	multiple	pan-cancer_adult	MutSig
673	BRAF	25501392	WES	multiple	pan-cancer_adult	HOTNET2
673	BRAF	22327622	"Gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
673	BRAF	22327622	"Gene panel"	lung	non-small_cell_lung_cancer	Recurrence-based
673	BRAF	27135926	WGS	breast	breast_cancer	Paper-specific
673	BRAF	22197931	WES	skin	melanoma	Recurrence-based
673	BRAF	26941397	WES	thyroid	papillary_thyroid_cancer	MutSig
673	BRAF	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
673	BRAF	26000489	WES	prostate	prostate_cancer	MutSig
673	BRAF	26343386	"WGS-WES-Gene panel"	skin	desmoplastic_melanoma	"Recurrence-based, Literature-based"
673	BRAF	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
673	BRAF	24859340	WGS	head_and_neck	ameloblastoma	Recurrence-based
673	BRAF	26544944	WGS-WES	prostate	prostate_cancer	MutSig
673	BRAF	23539594	"Known Cancer"	multiple	-	-
673	BRAF	21499247	WES	skin	melanoma	Paper-specific
673	BRAF	24705251	WGS-WES	brain	paediatric_high-grade_glioma	Recurrence-based
673	BRAF	26806338	"WES-gene panel"	small_intestine	ampullary_adenocarcinoma	Recurrence-based
673	BRAF	22237106	WGS	blood	acute_lymphoblastic_leukemia	Recurrence-based
673	BRAF	23583981	WGS-WES	brain	paediatric_low_grade_glioma	"MuSiC, Paper-specific"
675	BRCA2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
675	BRCA2	22981675	"Gene panel"	prostate	prostate_cancer	Recurrence-based
675	BRCA2	21720365	WES	ovary	ovarian_cancer	"MutSig, MuSiC"
675	BRCA2	27087322	WGS	prostate	prostate_cancer	Recurrence-based
675	BRCA2	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
675	BRCA2	14993899	"Known Cancer"	multiple	-	-
675	BRCA2	24132290	WES	multiple	pan-cancer_adult	MuSiC
675	BRCA2	26632267	"WES-gene panel"	bone	osteosarcoma	"Recurrence-based, IntOGen"
675	BRCA2	27135926	WGS	breast	breast_cancer	Paper-specific
675	BRCA2	26017449	WGS	ovary	ovarian_serous_carcinoma	"MutSig, IntOGen"
675	BRCA2	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
675	BRCA2	26000489	WES	prostate	prostate_cancer	MutSig
675	BRCA2	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
675	BRCA2	22722201	WES	breast	breast_cancer	Greenman-based
675	BRCA2	28810144	"WES plus targeted deep resequencing"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
675	BRCA2	23539594	"Known Cancer"	multiple	-	-
675	BRCA2	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
675	BRCA2	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
675	BRCA2	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
677	ZFP36L1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
677	ZFP36L1	23000897	WES	breast	breast_cancer	MuSiC
677	ZFP36L1	24476821	WES	bladder	bladder_cancer	MutSig
677	ZFP36L1	26451490	WES	breast	breast_cancer	MutSig
677	ZFP36L1	27135926	WGS	breast	breast_cancer	Paper-specific
677	ZFP36L1	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
677	ZFP36L1	28988769	WES	bladder	bladder_cancer	MutSig
678	ZFP36L2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
678	ZFP36L2	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
678	ZFP36L2	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
678	ZFP36L2	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
688	KLF5	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
688	KLF5	24476821	WES	bladder	bladder_cancer	MutSig
688	KLF5	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
688	KLF5	25501392	WES	multiple	pan-cancer_adult	HOTNET2
688	KLF5	28988769	WES	bladder	bladder_cancer	MutSig
694	BTG1	14993899	"Known Cancer"	multiple	-	-
694	BTG1	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
694	BTG1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
694	BTG1	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
694	BTG1	24413735	WES	blood	acute_lymphoblastic_leukemia	Greenman-based
695	BTK	14993899	"Known Cancer"	multiple	-	-
695	BTK	28064239	WES	blood	follicular_lymphoma	MuSiC
701	BUB1B	14993899	"Known Cancer"	multiple	-	-
701	BUB1B	27135926	WGS	breast	breast_cancer	Paper-specific
710	SERPING1	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
718	C3	26121086	WES	brain	neuroblastoma	Recurrence-based
773	CACNA1A	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
775	CACNA1C	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
776	CACNA1D	14993899	"Known Cancer"	multiple	-	-
777	CACNA1E	22817890	WGS	blood	acute_myeloid_leukemia	Recurrence-based
781	CACNA2D1	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
781	CACNA2D1	22510280	WES	lung	non-small_cell_lung_cancer	"Literature-based, Paper-specific"
799	CALCR	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
800	CALD1	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
811	CALR	14993899	"Known Cancer"	multiple	-	-
811	CALR	24325356	WES	blood	myeloproliferative_neoplasm	Recurrence-based
811	CALR	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
811	CALR	24325359	WES	blood	myeloproliferative_neoplasm	Paper-specific
833	CARS	14993899	"Known Cancer"	multiple	-	-
836	CASP3	14993899	"Known Cancer"	multiple	-	-
841	CASP8	26934577	WES	head_and_neck	oral_squamous_cell_carcinoma	"OncodriveFM, Youn-based"
841	CASP8	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
841	CASP8	26950094	"WES-gene panel"	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"
841	CASP8	22810696	WES	colorectal	colorectal_adenocarcinoma	MutSig
841	CASP8	25631445	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
841	CASP8	26451490	WES	breast	breast_cancer	MutSig
841	CASP8	14993899	"Known Cancer"	multiple	-	-
841	CASP8	24390350	WES	multiple	pan-cancer_adult	MutSig
841	CASP8	27135926	WGS	breast	breast_cancer	Paper-specific
841	CASP8	28988769	WES	bladder	bladder_cancer	MutSig
841	CASP8	22722201	WES	breast	breast_cancer	Greenman-based
841	CASP8	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
841	CASP8	28112728	WGS	cervix	cervical_cancer_(all_histologies)	MutSig
841	CASP8	23539594	"Known Cancer"	multiple	-	-
841	CASP8	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
842	CASP9	14993899	"Known Cancer"	multiple	-	-
861	RUNX1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
861	RUNX1	23000897	WES	breast	breast_cancer	MuSiC
861	RUNX1	23634996	WGS-WES	blood	acute_myeloid_leukemia	MuSiC
861	RUNX1	26451490	WES	breast	breast_cancer	MutSig
861	RUNX1	14993899	"Known Cancer"	multiple	-	-
861	RUNX1	21339757	WES	blood	acute_myeloid_leukemia	Recurrence-based
861	RUNX1	24132290	WES	multiple	pan-cancer_adult	MuSiC
861	RUNX1	24390350	WES	multiple	pan-cancer_adult	MutSig
861	RUNX1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
861	RUNX1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
861	RUNX1	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
861	RUNX1	26648538	"WGS-Gene panel"	blood	chronic_myelomonocytic_leukemia	Recurrence-based
861	RUNX1	26908133	WGS-WES	blood	chronic_myelomonocytic_leukemia	DrGap
861	RUNX1	27135926	WGS	breast	breast_cancer	Paper-specific
861	RUNX1	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
861	RUNX1	26457647	"WES-gene panel"	blood	juvenile_myelomonocytic_leukemia	"Paper-specific, Literature-based"
861	RUNX1	26437033	"WES-gene panel"	breast	breast_fibroepithelial_tumours	Recurrence-based
861	RUNX1	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
861	RUNX1	23539594	"Known Cancer"	multiple	-	-
861	RUNX1	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
861	RUNX1	22817890	WGS	blood	acute_myeloid_leukemia	Recurrence-based
861	RUNX1	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
861	RUNX1	21909114	WES	blood	myelodysplasia	Recurrence-based
861	RUNX1	22237106	WGS	blood	acute_lymphoblastic_leukemia	Recurrence-based
862	RUNX1T1	14993899	"Known Cancer"	multiple	-	-
862	RUNX1T1	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
862	RUNX1T1	22941189	WES	lung	small_cell_lung_cancer	Wood-based
863	CBFA2T3	14993899	"Known Cancer"	multiple	-	-
863	CBFA2T3	26648538	"WGS-Gene panel"	blood	chronic_myelomonocytic_leukemia	Recurrence-based
865	CBFB	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
865	CBFB	22722202	WES	breast	breast_cancer	MutSig
865	CBFB	23000897	WES	breast	breast_cancer	MuSiC
865	CBFB	26451490	WES	breast	breast_cancer	MutSig
865	CBFB	14993899	"Known Cancer"	multiple	-	-
865	CBFB	20668451	"Gene panel"	breast	breast_cancer	Wood-based
865	CBFB	24132290	WES	multiple	pan-cancer_adult	MuSiC
865	CBFB	24390350	WES	multiple	pan-cancer_adult	MutSig
865	CBFB	28027327	WES	breast	breast_cancer	MutSig
865	CBFB	25501392	WES	multiple	pan-cancer_adult	HOTNET2
865	CBFB	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
865	CBFB	27135926	WGS	breast	breast_cancer	Paper-specific
865	CBFB	24390348	WES	cervix	cervical_cancer_(all_histologies)	MutSig
865	CBFB	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
867	CBL	14993899	"Known Cancer"	multiple	-	-
867	CBL	22980975	WES	lung	lung_adenocarcinoma	InVEx
867	CBL	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
867	CBL	26648538	"WGS-Gene panel"	blood	chronic_myelomonocytic_leukemia	Recurrence-based
867	CBL	26908133	WGS-WES	blood	chronic_myelomonocytic_leukemia	DrGap
867	CBL	26343386	"WGS-WES-Gene panel"	skin	desmoplastic_melanoma	"Recurrence-based, Literature-based"
867	CBL	26457647	"WES-gene panel"	blood	juvenile_myelomonocytic_leukemia	"Paper-specific, Literature-based"
867	CBL	23539594	"Known Cancer"	multiple	-	-
867	CBL	24896186	WES	brain	intracranial_germ_cell	Recurrence-based
867	CBL	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
868	CBLB	14993899	"Known Cancer"	multiple	-	-
868	CBLB	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
868	CBLB	27135926	WGS	breast	breast_cancer	Paper-specific
887	CCKBR	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
892	CCNC	14993899	"Known Cancer"	multiple	-	-
894	CCND2	14993899	"Known Cancer"	multiple	-	-
894	CCND2	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
894	CCND2	24705251	WGS-WES	brain	paediatric_high-grade_glioma	Recurrence-based
896	CCND3	23000897	WES	breast	breast_cancer	MuSiC
896	CCND3	24476821	WES	bladder	bladder_cancer	MutSig
896	CCND3	14993899	"Known Cancer"	multiple	-	-
896	CCND3	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
896	CCND3	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
896	CCND3	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
896	CCND3	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
896	CCND3	26258846	WES	hepatobiliary	biliary_tract_cancer	MutSig
896	CCND3	27135926	WGS	breast	breast_cancer	Paper-specific
896	CCND3	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
896	CCND3	24705251	WGS-WES	brain	paediatric_high-grade_glioma	Recurrence-based
896	CCND3	21399634	WES	blood	acute_monocytic_leukemia	Recurrence-based
898	CCNE1	14993899	"Known Cancer"	multiple	-	-
898	CCNE1	25501392	WES	multiple	pan-cancer_adult	HOTNET2
898	CCNE1	26258846	WES	hepatobiliary	biliary_tract_cancer	MutSig
898	CCNE1	27135926	WGS	breast	breast_cancer	Paper-specific
898	CCNE1	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
910	CD1B	22510280	WES	lung	non-small_cell_lung_cancer	"Literature-based, Paper-specific"
912	CD1D	24390350	WES	multiple	pan-cancer_adult	MutSig
912	CD1D	25501392	WES	multiple	pan-cancer_adult	HOTNET2
940	CD28	26192916	WGS-WES	blood	cutaneous_T_cell_lymphoma	MuSiC
940	CD28	14993899	"Known Cancer"	multiple	-	-
940	CD28	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
940	CD28	26258847	"WES-gene panel"	blood	cutaneous_T_cell_lymphoma	Recurrence-based
940	CD28	24584070	WES	blood	angioimmunoblastic_T-cell_lymphoma	Recurrence-based
944	TNFSF8	21499247	WES	skin	melanoma	Paper-specific
948	CD36	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
948	CD36	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
955	ENTPD6	26790612	WES	head_and_neck	squamous_head_and_neck_cancer	MuSiC
965	CD58	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
965	CD58	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
965	CD58	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
965	CD58	24413734	WES	blood	peripheral_T-cell_lymphoma	Recurrence-based
965	CD58	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
970	CD70	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
970	CD70	24390350	WES	multiple	pan-cancer_adult	MutSig
970	CD70	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
970	CD70	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
972	CD74	14993899	"Known Cancer"	multiple	-	-
973	CD79A	14993899	"Known Cancer"	multiple	-	-
973	CD79A	24362818	WGS-WES	blood	follicular_lymphoma	Recurrence-based
974	CD79B	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
974	CD79B	14993899	"Known Cancer"	multiple	-	-
974	CD79B	28064239	WES	blood	follicular_lymphoma	MuSiC
974	CD79B	24390350	WES	multiple	pan-cancer_adult	MutSig
974	CD79B	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
974	CD79B	28479318	"WES-gene panel"	blood	cutaneous_DLBCL	MuSiC
974	CD79B	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
974	CD79B	24362818	WGS-WES	blood	follicular_lymphoma	Recurrence-based
974	CD79B	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
995	CDC25C	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
996	CDC27	22810696	WES	colorectal	colorectal_adenocarcinoma	MutSig
996	CDC27	24390350	WES	multiple	pan-cancer_adult	MutSig
996	CDC27	25609015	WES	testis	testicular_germ_cell_cancer	MutSig
998	CDC42	19657110	WGS	blood	acute_myeloid_leukemia	Paper-specific
999	CDH1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
999	CDH1	20601955	"Gene panel"	soft_tissue	soft_tissue_sarcoma	Recurrence-based
999	CDH1	23000897	WES	breast	breast_cancer	MuSiC
999	CDH1	25079317	WES	stomach	gastric_adenocarcinoma	MutSig
999	CDH1	28522256	WES	stomach	diffuse_gastric_adenocarcinoma	MutSig
999	CDH1	26451490	WES	breast	breast_cancer	MutSig
999	CDH1	14993899	"Known Cancer"	multiple	-	-
999	CDH1	24132290	WES	multiple	pan-cancer_adult	MuSiC
999	CDH1	24390350	WES	multiple	pan-cancer_adult	MutSig
999	CDH1	28027327	WES	breast	breast_cancer	MutSig
999	CDH1	22327622	"Gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
999	CDH1	27135926	WGS	breast	breast_cancer	Paper-specific
999	CDH1	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
999	CDH1	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
999	CDH1	22722201	WES	breast	breast_cancer	Greenman-based
999	CDH1	23539594	"Known Cancer"	multiple	-	-
999	CDH1	24816253	WGS	stomach	gastric_adenocarcinoma	Youn-based
999	CDH1	27891760	"WES-gene panel"	stomach	gastric_adenocarcinoma	Recurrence-based
999	CDH1	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
1000	CDH2	26343386	"WGS-WES-Gene panel"	skin	desmoplastic_melanoma	"Recurrence-based, Literature-based"
1007	CDH9	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
1007	CDH9	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
1008	CDH10	14993899	"Known Cancer"	multiple	-	-
1008	CDH10	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
1008	CDH10	26503331	"WES-gene panel"	lung	lung_squamous_cell_carcinoma	MutSig
1008	CDH10	22941188	WES	lung	small_cell_lung_cancer	MuSiC
1008	CDH10	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
1009	CDH11	14993899	"Known Cancer"	multiple	-	-
1009	CDH11	26503331	"WES-gene panel"	lung	lung_squamous_cell_carcinoma	MutSig
1010	CDH12	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
1012	CDH13	25855536	WES	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
1015	CDH17	14993899	"Known Cancer"	multiple	-	-
1016	CDH18	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
1019	CDK4	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
1019	CDK4	14993899	"Known Cancer"	multiple	-	-
1019	CDK4	24390350	WES	multiple	pan-cancer_adult	MutSig
1019	CDK4	24705251	WGS-WES	brain	paediatric_high-grade_glioma	Recurrence-based
1021	CDK6	14993899	"Known Cancer"	multiple	-	-
1021	CDK6	27135926	WGS	breast	breast_cancer	Paper-specific
1021	CDK6	24705251	WGS-WES	brain	paediatric_high-grade_glioma	Recurrence-based
1026	CDKN1A	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
1026	CDKN1A	24476821	WES	bladder	bladder_cancer	MutSig
1026	CDKN1A	26947078	WES	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"
1026	CDKN1A	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
1026	CDKN1A	14993899	"Known Cancer"	multiple	-	-
1026	CDKN1A	24132290	WES	multiple	pan-cancer_adult	MuSiC
1026	CDKN1A	24390350	WES	multiple	pan-cancer_adult	MutSig
1026	CDKN1A	28988769	WES	bladder	bladder_cancer	MutSig
1026	CDKN1A	25822088	WES	hepatobiliary	hepatocellular_carcinoma	MutSig
1026	CDKN1A	25362482	WES	hepatobiliary	hepatocellular_carcinoma	MutSig
1027	CDKN1B	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
1027	CDKN1B	22610119	WES	prostate	prostate_cancer	MutSig
1027	CDKN1B	23000897	WES	breast	breast_cancer	MuSiC
1027	CDKN1B	26451490	WES	breast	breast_cancer	MutSig
1027	CDKN1B	24185511	WES	small_intestine	neuroendocrine_tumour	Wood-based
1027	CDKN1B	14993899	"Known Cancer"	multiple	-	-
1027	CDKN1B	24132290	WES	multiple	pan-cancer_adult	MuSiC
1027	CDKN1B	25576899	"WES-gene panel"	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"
1027	CDKN1B	24390350	WES	multiple	pan-cancer_adult	MutSig
1027	CDKN1B	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
1027	CDKN1B	27135926	WGS	breast	breast_cancer	Paper-specific
1027	CDKN1B	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
1027	CDKN1B	22722201	WES	breast	breast_cancer	Greenman-based
1027	CDKN1B	26544944	WGS-WES	prostate	prostate_cancer	MutSig
1027	CDKN1B	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
1029	CDKN2A	21798897	WES	head_and_neck	squamous_head_and_neck_cancer	Recurrence-based
1029	CDKN2A	25730765	WGS	blood	acute_lymphocytic_leukemia	Recurrence-based
1029	CDKN2A	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
1029	CDKN2A	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
1029	CDKN2A	24633157	"WGS-WES-Gene panel"	soft_tissue	angiosarcoma	Greenman-based
1029	CDKN2A	23103869	WES	pancreas	pancreatic_ductal_adenocarcinoma	MuSiC
1029	CDKN2A	26950094	"WES-gene panel"	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"
1029	CDKN2A	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
1029	CDKN2A	22960745	WES	lung	lung_squamous_cell_carcinoma	MutSig
1029	CDKN2A	24476821	WES	bladder	bladder_cancer	MutSig
1029	CDKN2A	25079552	WES	lung	lung_adenocarcinoma	MutSig
1029	CDKN2A	26091043	WES	skin	melanoma	"InVEx, MutSig"
1029	CDKN2A	25631445	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
1029	CDKN2A	28548104	WGS	esophagus	esophageal_squamous_carcinoma	MutSig
1029	CDKN2A	26192916	WGS-WES	blood	cutaneous_T_cell_lymphoma	MuSiC
1029	CDKN2A	18948947	"Gene panel"	lung	lung_adenocarcinoma	MuSiC
1029	CDKN2A	23525077	WGS-WES	esophagus	esophageal_adenocarcinoma	MutSig
1029	CDKN2A	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
1029	CDKN2A	27064257	WGS	hepatobiliary	pan-liver	Paper-specific
1029	CDKN2A	14993899	"Known Cancer"	multiple	-	-
1029	CDKN2A	25151357	WES	esophagus	esophageal_squamous_carcinoma	MutSig
1029	CDKN2A	26804919	WES	small_intestine	ampullary_adenocarcinoma	MutSig
1029	CDKN2A	22561517	WES	hepatobiliary	hepatocellular_carcinoma	Recurrence-based
1029	CDKN2A	22817889	WES	skin	melanoma	InVEx
1029	CDKN2A	23334668	WGS-WES	blood	acute_lymphocytic_leukemia	Recurrence-based
1029	CDKN2A	26790612	WES	head_and_neck	squamous_head_and_neck_cancer	MuSiC
1029	CDKN2A	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
1029	CDKN2A	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
1029	CDKN2A	24132290	WES	multiple	pan-cancer_adult	MuSiC
1029	CDKN2A	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
1029	CDKN2A	26214590	WES	skin	melanoma	MutSig
1029	CDKN2A	24390350	WES	multiple	pan-cancer_adult	MutSig
1029	CDKN2A	25240281	WES	peripheral_nervous_system	malignant_peripheral_nerve_sheath_tumour	Recurrence-based
1029	CDKN2A	28027327	WES	breast	breast_cancer	MutSig
1029	CDKN2A	25501392	WES	multiple	pan-cancer_adult	HOTNET2
1029	CDKN2A	28098136	WGS-WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
